Event,Station_sizes,Start Date/Time,End Date/Time,Start Latitude,Start Longitude,End Latitude,End Longitude,OMF_pol,OMF_tot,CCHO_µg_per_m3,SS_µg_per_m3,OC_µg_per_m3,OM_µg_per_m3,OMF_FAA,OMF_WSOC,OMF_FFA,FAA_µg_per_m3,FFA_µg_per_m3,PG_µg_per_m3,OMF_PG,FFA_PG_µg_per_m3,OMF_FFA_PG,OMF_CAA,CAA_µg_per_m3,WIOC_µg_per_m3
MH_submicron,MH_submicron,2018-06-17-T07:00,2018-06-17-T07:00,53.3333,-9.9,,,,0.0490321447882359,,0.132047098,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-06-17-T19:00,2018-06-17-T19:00,53.3333,-9.9,,,,0.107976733214674,,0.204507585,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-06-18-T07:00,2018-06-18-T07:00,53.3333,-9.9,,,,0.06288597710439,,0.200939726,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-06-18-T19:00,2018-06-18-T19:00,53.3333,-9.9,,,,0.0125440429895695,,0.121612058,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-06-19-T07:00,2018-06-19-T07:00,53.3333,-9.9,,,,0.10061281521771,,0.210756349,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-06-19-T19:00,2018-06-19-T19:00,53.3333,-9.9,,,,0.00210419750071371,,0.188792796,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-06-20-T07:00,2018-06-20-T07:00,53.3333,-9.9,,,,0.252746925883081,,0.079913963,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-06-20-T19:00,2018-06-20-T19:00,53.3333,-9.9,,,,0.114925289415837,,0.106051699,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-06-21-T07:00,2018-06-21-T07:00,53.3333,-9.9,,,,0.340019802778263,,0.052517055,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-06-21-T19:00,2018-06-21-T19:00,53.3333,-9.9,,,,0.503468975859757,,0.034322928,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-06-22-T07:00,2018-06-22-T07:00,53.3333,-9.9,,,,0.61596905999571,,0.030286756,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-06-22-T19:00,2018-06-22-T19:00,53.3333,-9.9,,,,0.765245235840846,,0.028284528,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-06-23-T07:00,2018-06-23-T07:00,53.3333,-9.9,,,,0.778301074589353,,0.030544477,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-06-23-T19:00,2018-06-23-T19:00,53.3333,-9.9,,,,0.782528367060163,,0.029406427,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-06-24-T07:00,2018-06-24-T07:00,53.3333,-9.9,,,,0.937600186098775,,0.022576475,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-06-24-T19:00,2018-06-24-T19:00,53.3333,-9.9,,,,0.939051518092075,,0.018129821,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-06-25-T07:00,2018-06-25-T07:00,53.3333,-9.9,,,,0.961789847229825,,0.017940993,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-06-25-T19:00,2018-06-25-T19:00,53.3333,-9.9,,,,0.968842011285627,,0.015395238,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-06-26-T07:00,2018-06-26-T07:00,53.3333,-9.9,,,,0.994031765562103,,0.005400654,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-06-26-T19:00,2018-06-26-T19:00,53.3333,-9.9,,,,0.994707437028089,,0.005901821,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-06-27-T07:00,2018-06-27-T07:00,53.3333,-9.9,,,,0.994150927865245,,0.007322443,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-06-27-T19:00,2018-06-27-T19:00,53.3333,-9.9,,,,0.997576396134346,,0.00457795,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-06-28-T07:00,2018-06-28-T07:00,53.3333,-9.9,,,,0.995288496849938,,0.011350927,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-06-28-T19:00,2018-06-28-T19:00,53.3333,-9.9,,,,0.996743239998255,,0.00678912,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-06-29-T07:00,2018-06-29-T07:00,53.3333,-9.9,,,,0.993221345759773,,0.010564301,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-06-29-T19:00,2018-06-29-T19:00,53.3333,-9.9,,,,0.994034272188787,,0.010976721,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-06-30-T07:00,2018-06-30-T07:00,53.3333,-9.9,,,,0.984313575881011,,0.021982589,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-06-30-T19:00,2018-06-30-T19:00,53.3333,-9.9,,,,0.883949488251237,,0.040877976,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-07-01-T07:00,2018-07-01-T07:00,53.3333,-9.9,,,,0.667350457500459,,0.060638897,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-07-01-T19:00,2018-07-01-T19:00,53.3333,-9.9,,,,0.729032768276967,,0.03936897,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-07-02-T07:00,2018-07-02-T07:00,53.3333,-9.9,,,,0.881676081671011,,0.026851788,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-07-02-T19:00,2018-07-02-T19:00,53.3333,-9.9,,,,0.978000876106061,,0.017051124,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-07-03-T07:00,2018-07-03-T07:00,53.3333,-9.9,,,,0.992805156982738,,0.010913526,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-07-03-T19:00,2018-07-03-T19:00,53.3333,-9.9,,,,0.991516894311459,,0.015689634,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-07-04-T07:00,2018-07-04-T07:00,53.3333,-9.9,,,,0.981171864999134,,0.022447519,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-07-04-T19:00,2018-07-04-T19:00,53.3333,-9.9,,,,0.906197031968967,,0.013123075,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-07-05-T07:00,2018-07-05-T07:00,53.3333,-9.9,,,,0.760013124016949,,0.021262327,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-07-05-T19:00,2018-07-05-T19:00,53.3333,-9.9,,,,0.854617055408055,,0.024101972,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-07-06-T07:00,2018-07-06-T07:00,53.3333,-9.9,,,,0.745811216072845,,0.024062479,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-07-06-T19:00,2018-07-06-T19:00,53.3333,-9.9,,,,0.813105377475159,,0.019343688,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-07-07-T07:00,2018-07-07-T07:00,53.3333,-9.9,,,,0.733645963858022,,0.041467314,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-07-07-T19:00,2018-07-07-T19:00,53.3333,-9.9,,,,0.418042546862011,,0.054806435,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-07-08-T07:00,2018-07-08-T07:00,53.3333,-9.9,,,,0.616797768010825,,0.019187537,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-07-08-T19:00,2018-07-08-T19:00,53.3333,-9.9,,,,0.705919464081408,,0.014730844,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-07-09-T07:00,2018-07-09-T07:00,53.3333,-9.9,,,,0.881178039597811,,0.016227008,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-07-09-T19:00,2018-07-09-T19:00,53.3333,-9.9,,,,0.970509177751677,,0.009382633,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-07-10-T07:00,2018-07-10-T07:00,53.3333,-9.9,,,,0.875384822666335,,0.017168065,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-07-10-T19:00,2018-07-10-T19:00,53.3333,-9.9,,,,0.701404319799883,,0.012053608,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-07-11-T07:00,2018-07-11-T07:00,53.3333,-9.9,,,,0.866707043981772,,0.011348371,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-07-11-T19:00,2018-07-11-T19:00,53.3333,-9.9,,,,0.965015467972938,,0.012522485,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-07-12-T07:00,2018-07-12-T07:00,53.3333,-9.9,,,,0.949022765190793,,0.009348992,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-07-12-T19:00,2018-07-12-T19:00,53.3333,-9.9,,,,0.947089687415508,,0.007162736,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-07-13-T07:00,2018-07-13-T07:00,53.3333,-9.9,,,,0.963891330298262,,0.003262037,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-07-13-T19:00,2018-07-13-T19:00,53.3333,-9.9,,,,0.896981308919617,,0.00808257,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-07-26-T07:00,2018-07-26-T07:00,53.3333,-9.9,,,,0.450514100028457,,0.055362171,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-07-26-T19:00,2018-07-26-T19:00,53.3333,-9.9,,,,0.323836885616589,,0.054196091,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-07-27-T07:00,2018-07-27-T07:00,53.3333,-9.9,,,,0.459122171216333,,0.047749049,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-07-27-T19:00,2018-07-27-T19:00,53.3333,-9.9,,,,0.0961732951840619,,0.043629642,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-07-28-T07:00,2018-07-28-T07:00,53.3333,-9.9,,,,0.0336775148061224,,0.0218372,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-07-28-T19:00,2018-07-28-T19:00,53.3333,-9.9,,,,0.0643806738812838,,0.016652876,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-07-29-T07:00,2018-07-29-T07:00,53.3333,-9.9,,,,0.0623234213909766,,0.013158136,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-07-29-T19:00,2018-07-29-T19:00,53.3333,-9.9,,,,0.231834969954871,,0.040577833,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-07-30-T07:00,2018-07-30-T07:00,53.3333,-9.9,,,,0.0689724553298285,,0.040844899,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-07-30-T19:00,2018-07-30-T19:00,53.3333,-9.9,,,,0.0416421916686428,,0.085168877,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-07-31-T07:00,2018-07-31-T07:00,53.3333,-9.9,,,,0.0436753517272135,,0.194811057,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-07-31-T19:00,2018-07-31-T19:00,53.3333,-9.9,,,,0.392885481602109,,0.168302854,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-08-01-T07:00,2018-08-01-T07:00,53.3333,-9.9,,,,0.293382541189252,,0.067129621,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-08-01-T19:00,2018-08-01-T19:00,53.3333,-9.9,,,,0.0824945717988113,,0.037713011,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-08-02-T07:00,2018-08-02-T07:00,53.3333,-9.9,,,,0.356512422095722,,0.027733184,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-08-02-T19:00,2018-08-02-T19:00,53.3333,-9.9,,,,0.383664339155773,,0.018428019,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-08-03-T07:00,2018-08-03-T07:00,53.3333,-9.9,,,,0.791544803133277,,0.007230049,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-08-03-T19:00,2018-08-03-T19:00,53.3333,-9.9,,,,0.761535427425308,,0.005802087,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-08-04-T07:00,2018-08-04-T07:00,53.3333,-9.9,,,,0.585243294421905,,0.014055128,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-08-04-T19:00,2018-08-04-T19:00,53.3333,-9.9,,,,0.784974779577369,,0.01250135,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-08-05-T07:00,2018-08-05-T07:00,53.3333,-9.9,,,,0.691010655242065,,0.010531121,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-08-05-T19:00,2018-08-05-T19:00,53.3333,-9.9,,,,0.0600900907230564,,0.038929214,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-08-06-T07:00,2018-08-06-T07:00,53.3333,-9.9,,,,0.616267413890459,,0.019376783,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-08-06-T19:00,2018-08-06-T19:00,53.3333,-9.9,,,,0.432051689573617,,0.01796573,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-08-07-T07:00,2018-08-07-T07:00,53.3333,-9.9,,,,0.203628921054675,,0.039647546,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-08-07-T19:00,2018-08-07-T19:00,53.3333,-9.9,,,,,,0.036192384,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-08-08-T07:00,2018-08-08-T07:00,53.3333,-9.9,,,,0.092752266601268,,0.056330002,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-08-08-T19:00,2018-08-08-T19:00,53.3333,-9.9,,,,0.0948769437746113,,0.038787728,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-08-09-T07:00,2018-08-09-T07:00,53.3333,-9.9,,,,,,0.030191224,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-08-09-T19:00,2018-08-09-T19:00,53.3333,-9.9,,,,0.130859135067854,,0.020546052,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-08-10-T07:00,2018-08-10-T07:00,53.3333,-9.9,,,,0.65566625393077,,0.019416554,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-08-10-T19:00,2018-08-10-T19:00,53.3333,-9.9,,,,0.913212085041916,,0.01069361,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-08-11-T07:00,2018-08-11-T07:00,53.3333,-9.9,,,,0.83714170776838,,0.013706569,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-08-11-T19:00,2018-08-11-T19:00,53.3333,-9.9,,,,,,0.053231007,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-08-12-T07:00,2018-08-12-T07:00,53.3333,-9.9,,,,0.124295727101731,,0.021537366,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-08-12-T19:00,2018-08-12-T19:00,53.3333,-9.9,,,,0.102599463465623,,0.048283244,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-08-13-T07:00,2018-08-13-T07:00,53.3333,-9.9,,,,0.00542357230670126,,0.033234749,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-08-13-T19:00,2018-08-13-T19:00,53.3333,-9.9,,,,0.600688149675364,,0.0497374,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-08-14-T07:00,2018-08-14-T07:00,53.3333,-9.9,,,,0.350520986665442,,0.147307605,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-08-14-T19:00,2018-08-14-T19:00,53.3333,-9.9,,,,0.327015385881655,,0.087193775,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-08-15-T07:00,2018-08-15-T07:00,53.3333,-9.9,,,,0.550437663811619,,0.101968696,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-08-15-T19:00,2018-08-15-T19:00,53.3333,-9.9,,,,0.0761388831350053,,0.094705441,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-08-16-T07:00,2018-08-16-T07:00,53.3333,-9.9,,,,,,0.106666078,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-08-16-T19:00,2018-08-16-T19:00,53.3333,-9.9,,,,0.170901013043232,,0.121798528,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-08-17-T07:00,2018-08-17-T07:00,53.3333,-9.9,,,,0.76978400147336,,0.182749019,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-08-17-T19:00,2018-08-17-T19:00,53.3333,-9.9,,,,0.82549063495081,,0.134299559,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-08-18-T07:00,2018-08-18-T07:00,53.3333,-9.9,,,,0.704586205664943,,0.063165906,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-08-18-T19:00,2018-08-18-T19:00,53.3333,-9.9,,,,0.0279610977756196,,0.036254828,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-08-19-T07:00,2018-08-19-T07:00,53.3333,-9.9,,,,0.391790273601607,,0.052514889,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-08-19-T19:00,2018-08-19-T19:00,53.3333,-9.9,,,,0.212257321825369,,0.026378282,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-08-20-T07:00,2018-08-20-T07:00,53.3333,-9.9,,,,0.108030764105444,,0.006752431,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-08-20-T19:00,2018-08-20-T19:00,53.3333,-9.9,,,,0.0908923479914617,,0.011165652,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-08-21-T07:00,2018-08-21-T07:00,53.3333,-9.9,,,,0.268342621296142,,0.050945105,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-08-21-T19:00,2018-08-21-T19:00,53.3333,-9.9,,,,0.0249444686797078,,0.054689956,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-08-22-T07:00,2018-08-22-T07:00,53.3333,-9.9,,,,0.564915486206408,,0.023817118,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-08-22-T19:00,2018-08-22-T19:00,53.3333,-9.9,,,,0.841088320650543,,0.044010332,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-08-23-T07:00,2018-08-23-T07:00,53.3333,-9.9,,,,0.281077640020694,,0.099057391,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-08-23-T19:00,2018-08-23-T19:00,53.3333,-9.9,,,,0.129229830913304,,0.073844082,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-08-24-T07:00,2018-08-24-T07:00,53.3333,-9.9,,,,0.191342424999929,,0.06138937,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-08-24-T19:00,2018-08-24-T19:00,53.3333,-9.9,,,,0.121318706781444,,0.037693881,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-08-25-T07:00,2018-08-25-T07:00,53.3333,-9.9,,,,0.239157408393024,,0.029769956,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-08-25-T19:00,2018-08-25-T19:00,53.3333,-9.9,,,,0.506695238233593,,0.045638461,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-08-26-T07:00,2018-08-26-T07:00,53.3333,-9.9,,,,0.587624208799387,,0.092644017,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-08-26-T19:00,2018-08-26-T19:00,53.3333,-9.9,,,,,,0.154343396,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-08-27-T07:00,2018-08-27-T07:00,53.3333,-9.9,,,,0.111763429251571,,0.097939327,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-08-27-T19:00,2018-08-27-T19:00,53.3333,-9.9,,,,0.690245242350947,,0.107975856,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-08-28-T07:00,2018-08-28-T07:00,53.3333,-9.9,,,,0.537724742414511,,0.114244773,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-08-28-T19:00,2018-08-28-T19:00,53.3333,-9.9,,,,0.0910781969817348,,0.086844577,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-08-29-T07:00,2018-08-29-T07:00,53.3333,-9.9,,,,0.0508342188061218,,0.098137968,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-08-29-T19:00,2018-08-29-T19:00,53.3333,-9.9,,,,0.110013570059407,,0.056674901,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-08-30-T07:00,2018-08-30-T07:00,53.3333,-9.9,,,,0.724115013751778,,0.013105551,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-08-30-T19:00,2018-08-30-T19:00,53.3333,-9.9,,,,0.854444331864829,,0.013579898,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-08-31-T07:00,2018-08-31-T07:00,53.3333,-9.9,,,,0.744079624008496,,0.016704736,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-08-31-T19:00,2018-08-31-T19:00,53.3333,-9.9,,,,0.37496202487795,,0.021940038,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-09-01-T07:00,2018-09-01-T07:00,53.3333,-9.9,,,,0.772091136098999,,0.049981818,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-09-01-T19:00,2018-09-01-T19:00,53.3333,-9.9,,,,0.715634227171004,,0.028672966,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-09-02-T07:00,2018-09-02-T07:00,53.3333,-9.9,,,,0.327652328090687,,0.031822928,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-09-02-T19:00,2018-09-02-T19:00,53.3333,-9.9,,,,0.344018831305078,,0.059326685,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-09-03-T07:00,2018-09-03-T07:00,53.3333,-9.9,,,,0.52877864121905,,0.089027267,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-09-03-T19:00,2018-09-03-T19:00,53.3333,-9.9,,,,0.692795280181485,,0.076083476,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-09-04-T07:00,2018-09-04-T07:00,53.3333,-9.9,,,,0.841474946998123,,0.05246971,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-09-04-T19:00,2018-09-04-T19:00,53.3333,-9.9,,,,0.484855119513479,,0.053795836,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-09-05-T07:00,2018-09-05-T07:00,53.3333,-9.9,,,,0.191867600899126,,0.052153264,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-09-05-T19:00,2018-09-05-T19:00,53.3333,-9.9,,,,0.146764898379805,,0.09751257,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-09-06-T07:00,2018-09-06-T07:00,53.3333,-9.9,,,,0.417875734301064,,0.033501528,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-09-06-T19:00,2018-09-06-T19:00,53.3333,-9.9,,,,0.417643393259438,,0.019341301,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-09-07-T07:00,2018-09-07-T07:00,53.3333,-9.9,,,,0.420497104873255,,0.025218982,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-09-07-T19:00,2018-09-07-T19:00,53.3333,-9.9,,,,0.270805944292773,,0.047062153,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-09-08-T07:00,2018-09-08-T07:00,53.3333,-9.9,,,,0.301003593598509,,0.077157479,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-09-08-T19:00,2018-09-08-T19:00,53.3333,-9.9,,,,0.157823406754149,,0.087775116,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-09-09-T07:00,2018-09-09-T07:00,53.3333,-9.9,,,,0.139172994519973,,0.111124827,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-09-09-T19:00,2018-09-09-T19:00,53.3333,-9.9,,,,0.226072988965035,,0.135849624,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-09-10-T07:00,2018-09-10-T07:00,53.3333,-9.9,,,,0.12244122112129,,0.162614908,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-09-10-T19:00,2018-09-10-T19:00,53.3333,-9.9,,,,0.171495084298816,,0.160416628,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-09-11-T07:00,2018-09-11-T07:00,53.3333,-9.9,,,,0.110169489575012,,0.131455213,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-09-11-T19:00,2018-09-11-T19:00,53.3333,-9.9,,,,0.191561448399784,,0.087732497,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-09-12-T07:00,2018-09-12-T07:00,53.3333,-9.9,,,,0.204509808172403,,0.046564191,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-09-12-T19:00,2018-09-12-T19:00,53.3333,-9.9,,,,0.326424254038064,,0.096571559,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-09-13-T07:00,2018-09-13-T07:00,53.3333,-9.9,,,,0.343856663596471,,0.094966602,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-09-13-T19:00,2018-09-13-T19:00,53.3333,-9.9,,,,0.592842464064613,,0.118960328,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-09-14-T07:00,2018-09-14-T07:00,53.3333,-9.9,,,,0.785558075800334,,0.072293661,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-09-14-T19:00,2018-09-14-T19:00,53.3333,-9.9,,,,0.706453967637452,,0.05414355,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-09-15-T07:00,2018-09-15-T07:00,53.3333,-9.9,,,,0.407571116881438,,0.085347363,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-09-15-T19:00,2018-09-15-T19:00,53.3333,-9.9,,,,0.0840699426073291,,0.113317251,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-09-16-T07:00,2018-09-16-T07:00,53.3333,-9.9,,,,0.182281418911637,,0.093369591,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-09-16-T19:00,2018-09-16-T19:00,53.3333,-9.9,,,,0.376664069175679,,0.087983262,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-09-17-T07:00,2018-09-17-T07:00,53.3333,-9.9,,,,0.182340789311345,,0.091118496,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-09-17-T19:00,2018-09-17-T19:00,53.3333,-9.9,,,,0.203766499704204,,0.042637319,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-09-18-T07:00,2018-09-18-T07:00,53.3333,-9.9,,,,0.133373063244479,,0.146488564,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-09-18-T19:00,2018-09-18-T19:00,53.3333,-9.9,,,,0.0353094428460942,,0.330867253,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-09-19-T07:00,2018-09-19-T07:00,53.3333,-9.9,,,,0.0268802953301094,,0.277127835,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-09-19-T19:00,2018-09-19-T19:00,53.3333,-9.9,,,,0.0482727134784207,,0.117760572,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-09-20-T07:00,2018-09-20-T07:00,53.3333,-9.9,,,,0.101307115030286,,0.06700565,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-09-20-T19:00,2018-09-20-T19:00,53.3333,-9.9,,,,0.0833367470602252,,0.081608532,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-09-21-T07:00,2018-09-21-T07:00,53.3333,-9.9,,,,0.0405622245378821,,0.129625069,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-09-21-T19:00,2018-09-21-T19:00,53.3333,-9.9,,,,0.11803147181637,,0.073434341,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-09-22-T07:00,2018-09-22-T07:00,53.3333,-9.9,,,,0.487311962103809,,0.023950214,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-09-22-T19:00,2018-09-22-T19:00,53.3333,-9.9,,,,0.436394041767888,,0.019056404,,,,,,,,,,,,,,
