Event,Station_sizes,Start Date/Time,End Date/Time,Start Latitude,Start Longitude,End Latitude,End Longitude,OMF_pol,OMF_tot,CCHO_µg_per_m3,SS_µg_per_m3,OC_µg_per_m3,OM_µg_per_m3,OMF_FAA,OMF_WSOC,OMF_FFA,FAA_µg_per_m3,FFA_µg_per_m3,PG_µg_per_m3,OMF_PG,FFA_PG_µg_per_m3,OMF_FFA_PG,OMF_CAA,CAA_µg_per_m3,WIOC_µg_per_m3
MH_submicron,MH_submicron,2018-03-19-T06:00,2018-03-19-T06:00,53.3333,-9.9,,,,0.44383067989334,,0.080969688,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-03-19-T18:00,2018-03-19-T18:00,53.3333,-9.9,,,,0.661598864787577,,0.042642369,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-03-20-T06:00,2018-03-20-T06:00,53.3333,-9.9,,,,0.823190688431874,,0.042146368,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-03-20-T18:00,2018-03-20-T18:00,53.3333,-9.9,,,,0.36102791508837,,0.136790981,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-03-21-T06:00,2018-03-21-T06:00,53.3333,-9.9,,,,0.104319254344249,,0.431225349,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-03-21-T18:00,2018-03-21-T18:00,53.3333,-9.9,,,,0.143205881632208,,0.332613883,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-03-22-T06:00,2018-03-22-T06:00,53.3333,-9.9,,,,0.109038508499742,,0.386778652,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-03-22-T18:00,2018-03-22-T18:00,53.3333,-9.9,,,,0.00241558018206079,,0.359481479,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-03-23-T06:00,2018-03-23-T06:00,53.3333,-9.9,,,,,,0.23189821,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-03-23-T18:00,2018-03-23-T18:00,53.3333,-9.9,,,,0.0132842750037631,,0.131254689,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-03-24-T06:00,2018-03-24-T06:00,53.3333,-9.9,,,,0.00463198009432986,,0.288636907,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-03-24-T18:00,2018-03-24-T18:00,53.3333,-9.9,,,,0.0115761191471139,,0.258162031,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-03-25-T07:00,2018-03-25-T07:00,53.3333,-9.9,,,,0.0473837948412484,,0.221569328,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-03-25-T19:00,2018-03-25-T19:00,53.3333,-9.9,,,,0.0720047000525481,,0.137540792,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-03-26-T07:00,2018-03-26-T07:00,53.3333,-9.9,,,,0.29394803451916,,0.067844981,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-03-26-T19:00,2018-03-26-T19:00,53.3333,-9.9,,,,0.00911680845314585,,0.376027693,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-03-27-T07:00,2018-03-27-T07:00,53.3333,-9.9,,,,0.0111576147813297,,0.299330744,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-03-27-T19:00,2018-03-27-T19:00,53.3333,-9.9,,,,0.0217666635435102,,0.161788282,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-03-28-T07:00,2018-03-28-T07:00,53.3333,-9.9,,,,0.0325508101763846,,0.1628087,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-03-28-T19:00,2018-03-28-T19:00,53.3333,-9.9,,,,0.0702947007822274,,0.072504612,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-03-29-T07:00,2018-03-29-T07:00,53.3333,-9.9,,,,0.0453748054751875,,0.113515363,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-03-29-T19:00,2018-03-29-T19:00,53.3333,-9.9,,,,0.423160406762661,,0.028009693,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-03-30-T07:00,2018-03-30-T07:00,53.3333,-9.9,,,,0.760204257754482,,0.03167649,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-03-30-T19:00,2018-03-30-T19:00,53.3333,-9.9,,,,0.742754446206507,,0.038087468,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-03-31-T07:00,2018-03-31-T07:00,53.3333,-9.9,,,,0.623909121526036,,0.020825422,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-03-31-T19:00,2018-03-31-T19:00,53.3333,-9.9,,,,0.889619162690728,,0.011331677,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-04-01-T07:00,2018-04-01-T07:00,53.3333,-9.9,,,,0.868400262747874,,0.021671384,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-04-01-T19:00,2018-04-01-T19:00,53.3333,-9.9,,,,0.819103713870096,,0.023410917,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-04-02-T07:00,2018-04-02-T07:00,53.3333,-9.9,,,,0.685660746313075,,0.008919994,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-04-02-T19:00,2018-04-02-T19:00,53.3333,-9.9,,,,0.00293402097757291,,0.008835559,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-04-03-T07:00,2018-04-03-T07:00,53.3333,-9.9,,,,0.0672099428152756,,0.035308847,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-04-03-T19:00,2018-04-03-T19:00,53.3333,-9.9,,,,0.0377779165836893,,0.032735108,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-04-04-T07:00,2018-04-04-T07:00,53.3333,-9.9,,,,0.0578949670649638,,0.104177365,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-04-04-T19:00,2018-04-04-T19:00,53.3333,-9.9,,,,0.126190438406308,,0.075546048,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-04-05-T07:00,2018-04-05-T07:00,53.3333,-9.9,,,,0.146888091612585,,0.116094294,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-04-05-T19:00,2018-04-05-T19:00,53.3333,-9.9,,,,0.0880023756328031,,0.141762307,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-04-06-T07:00,2018-04-06-T07:00,53.3333,-9.9,,,,0.0680319565936306,,0.289949482,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-04-06-T19:00,2018-04-06-T19:00,53.3333,-9.9,,,,0.0383605753755042,,0.250959132,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-04-07-T07:00,2018-04-07-T07:00,53.3333,-9.9,,,,0.150940502429621,,0.168077777,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-04-07-T19:00,2018-04-07-T19:00,53.3333,-9.9,,,,0.165555099969714,,0.148771635,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-04-08-T07:00,2018-04-08-T07:00,53.3333,-9.9,,,,0.52464862784724,,0.053549992,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-04-08-T19:00,2018-04-08-T19:00,53.3333,-9.9,,,,0.557464266553184,,0.080082913,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-04-09-T07:00,2018-04-09-T07:00,53.3333,-9.9,,,,0.34139533959123,,0.092435253,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-04-09-T19:00,2018-04-09-T19:00,53.3333,-9.9,,,,0.764742211940312,,0.01845561,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-04-10-T07:00,2018-04-10-T07:00,53.3333,-9.9,,,,0.880700592554124,,0.012788433,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-04-10-T19:00,2018-04-10-T19:00,53.3333,-9.9,,,,0.921075652454725,,0.011661189,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-04-11-T07:00,2018-04-11-T07:00,53.3333,-9.9,,,,0.963732314778324,,0.014438267,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-04-11-T19:00,2018-04-11-T19:00,53.3333,-9.9,,,,0.948660187519774,,0.027145422,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-04-12-T07:00,2018-04-12-T07:00,53.3333,-9.9,,,,0.959650569317362,,0.017894161,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-04-12-T19:00,2018-04-12-T19:00,53.3333,-9.9,,,,0.953305263067786,,0.019680761,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-04-17-T07:00,2018-04-17-T07:00,53.3333,-9.9,,,,0.00277133390382643,,1.264364903,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-04-17-T19:00,2018-04-17-T19:00,53.3333,-9.9,,,,0.00870681205677311,,0.999063166,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-04-18-T07:00,2018-04-18-T07:00,53.3333,-9.9,,,,0.0290876478968364,,0.412072567,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-04-18-T19:00,2018-04-18-T19:00,53.3333,-9.9,,,,0.0165661119778226,,0.322216795,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-04-19-T07:00,2018-04-19-T07:00,53.3333,-9.9,,,,0.0151142068143395,,0.277521497,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-04-19-T19:00,2018-04-19-T19:00,53.3333,-9.9,,,,0.0155280445228404,,0.33980371,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-04-20-T07:00,2018-04-20-T07:00,53.3333,-9.9,,,,0.031927462534865,,0.228198926,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-04-20-T19:00,2018-04-20-T19:00,53.3333,-9.9,,,,0.11339559370397,,0.117168551,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-04-21-T07:00,2018-04-21-T07:00,53.3333,-9.9,,,,0.1986220771275,,0.130821742,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-04-21-T19:00,2018-04-21-T19:00,53.3333,-9.9,,,,0.088021821569342,,0.196124899,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-04-22-T07:00,2018-04-22-T07:00,53.3333,-9.9,,,,0.022155459384417,,0.192142093,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-04-22-T19:00,2018-04-22-T19:00,53.3333,-9.9,,,,0.000817544512996302,,0.206352025,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-04-23-T07:00,2018-04-23-T07:00,53.3333,-9.9,,,,0.0368826103826143,,0.312468502,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-04-23-T19:00,2018-04-23-T19:00,53.3333,-9.9,,,,0.0616246119020679,,0.357734553,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-04-24-T07:00,2018-04-24-T07:00,53.3333,-9.9,,,,0.0528779836098102,,0.228608222,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-04-24-T19:00,2018-04-24-T19:00,53.3333,-9.9,,,,0.00113280497018699,,0.223979643,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-04-25-T07:00,2018-04-25-T07:00,53.3333,-9.9,,,,,,0.252086478,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-04-25-T19:00,2018-04-25-T19:00,53.3333,-9.9,,,,,,0.327154316,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-04-26-T07:00,2018-04-26-T07:00,53.3333,-9.9,,,,0.00944287374804014,,0.185250506,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-04-26-T19:00,2018-04-26-T19:00,53.3333,-9.9,,,,0.0847832903725013,,0.106003803,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-04-27-T07:00,2018-04-27-T07:00,53.3333,-9.9,,,,0.131711400819557,,0.06327589,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-04-27-T19:00,2018-04-27-T19:00,53.3333,-9.9,,,,0.412508018774489,,0.013328655,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-04-28-T07:00,2018-04-28-T07:00,53.3333,-9.9,,,,0.343859133750018,,0.023814388,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-04-28-T19:00,2018-04-28-T19:00,53.3333,-9.9,,,,0.54294372903943,,0.014970039,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-04-29-T07:00,2018-04-29-T07:00,53.3333,-9.9,,,,0.719997846652615,,0.021319901,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-04-29-T19:00,2018-04-29-T19:00,53.3333,-9.9,,,,0.945936537204094,,0.006760506,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-04-30-T07:00,2018-04-30-T07:00,53.3333,-9.9,,,,0.857027357698164,,0.014165412,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-04-30-T19:00,2018-04-30-T19:00,53.3333,-9.9,,,,0.163319983965922,,0.127222337,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-05-01-T07:00,2018-05-01-T07:00,53.3333,-9.9,,,,0.0395814424285454,,0.220223399,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-05-01-T19:00,2018-05-01-T19:00,53.3333,-9.9,,,,0.169119890825144,,0.147517926,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-05-02-T07:00,2018-05-02-T07:00,53.3333,-9.9,,,,0.0671505673235053,,0.250964495,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-05-02-T19:00,2018-05-02-T19:00,53.3333,-9.9,,,,0.155644853147459,,0.356941039,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-05-03-T07:00,2018-05-03-T07:00,53.3333,-9.9,,,,0.113486130589475,,0.30774582,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-05-03-T19:00,2018-05-03-T19:00,53.3333,-9.9,,,,0.00302798020471299,,0.15682558,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-05-04-T07:00,2018-05-04-T07:00,53.3333,-9.9,,,,0.148724721705909,,0.098555865,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-05-04-T19:00,2018-05-04-T19:00,53.3333,-9.9,,,,0.069533769287107,,0.170663467,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-05-05-T07:00,2018-05-05-T07:00,53.3333,-9.9,,,,0.141380315885767,,0.230117019,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-05-05-T19:00,2018-05-05-T19:00,53.3333,-9.9,,,,0.161558676234826,,0.283754731,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-05-06-T07:00,2018-05-06-T07:00,53.3333,-9.9,,,,0.385215169527084,,0.146392313,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-05-06-T19:00,2018-05-06-T19:00,53.3333,-9.9,,,,0.251636926110956,,0.118431402,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-05-07-T07:00,2018-05-07-T07:00,53.3333,-9.9,,,,0.325324763889286,,0.082723332,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-05-07-T19:00,2018-05-07-T19:00,53.3333,-9.9,,,,0.166250171678666,,0.164900952,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-05-08-T07:00,2018-05-08-T07:00,53.3333,-9.9,,,,0.0136517525119628,,0.240117511,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-05-08-T19:00,2018-05-08-T19:00,53.3333,-9.9,,,,0.0349903291861106,,0.245511926,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-05-09-T07:00,2018-05-09-T07:00,53.3333,-9.9,,,,0.0513326880523333,,0.389042969,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-05-09-T19:00,2018-05-09-T19:00,53.3333,-9.9,,,,0.0415299144200798,,0.386127728,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-05-10-T07:00,2018-05-10-T07:00,53.3333,-9.9,,,,0.0590489283149864,,0.303426151,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-05-10-T19:00,2018-05-10-T19:00,53.3333,-9.9,,,,0.103354424538461,,0.217699965,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-05-11-T07:00,2018-05-11-T07:00,53.3333,-9.9,,,,0.0392244990314218,,0.227670034,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-05-11-T19:00,2018-05-11-T19:00,53.3333,-9.9,,,,0.043996110227872,,0.242929658,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-05-12-T07:00,2018-05-12-T07:00,53.3333,-9.9,,,,0.0627556896972494,,0.163710042,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-05-12-T19:00,2018-05-12-T19:00,53.3333,-9.9,,,,0.00579961184737565,,0.226700745,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-05-13-T07:00,2018-05-13-T07:00,53.3333,-9.9,,,,0.154887692011731,,0.176332858,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-05-13-T19:00,2018-05-13-T19:00,53.3333,-9.9,,,,0.0743714639036892,,0.115002483,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-05-14-T07:00,2018-05-14-T07:00,53.3333,-9.9,,,,0.338291299572857,,0.096908642,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-05-14-T19:00,2018-05-14-T19:00,53.3333,-9.9,,,,0.222124717085393,,0.071933939,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-05-15-T07:00,2018-05-15-T07:00,53.3333,-9.9,,,,0.1908728862569,,0.084204234,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-05-15-T19:00,2018-05-15-T19:00,53.3333,-9.9,,,,0.116468489725901,,0.139272642,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-05-16-T07:00,2018-05-16-T07:00,53.3333,-9.9,,,,0.546007439144305,,0.05600679,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-05-16-T19:00,2018-05-16-T19:00,53.3333,-9.9,,,,0.80860636845502,,0.033123651,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-05-17-T07:00,2018-05-17-T07:00,53.3333,-9.9,,,,0.951172512195744,,0.019256705,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-05-17-T19:00,2018-05-17-T19:00,53.3333,-9.9,,,,0.910884131824147,,0.048987454,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-05-18-T07:00,2018-05-18-T07:00,53.3333,-9.9,,,,0.793122631945387,,0.077543535,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-05-18-T19:00,2018-05-18-T19:00,53.3333,-9.9,,,,0.748368893981622,,0.100642352,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-05-19-T07:00,2018-05-19-T07:00,53.3333,-9.9,,,,0.655619257352772,,0.178644167,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-05-19-T19:00,2018-05-19-T19:00,53.3333,-9.9,,,,0.4412521126982,,0.210779271,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-05-20-T07:00,2018-05-20-T07:00,53.3333,-9.9,,,,0.169465053927359,,0.159534972,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-05-20-T19:00,2018-05-20-T19:00,53.3333,-9.9,,,,0.118945522551851,,0.05952777,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-05-21-T07:00,2018-05-21-T07:00,53.3333,-9.9,,,,0.465010047136137,,0.03399326,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-05-21-T19:00,2018-05-21-T19:00,53.3333,-9.9,,,,0.347661300152606,,0.047807292,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-05-22-T07:00,2018-05-22-T07:00,53.3333,-9.9,,,,0.330114588034255,,0.097642779,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-05-22-T19:00,2018-05-22-T19:00,53.3333,-9.9,,,,0.860248560218828,,0.041636874,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-05-23-T07:00,2018-05-23-T07:00,53.3333,-9.9,,,,0.928421709163655,,0.049662297,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-05-23-T19:00,2018-05-23-T19:00,53.3333,-9.9,,,,0.840852296884834,,0.142150882,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-05-24-T07:00,2018-05-24-T07:00,53.3333,-9.9,,,,0.872349492816909,,0.081367755,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-05-25-T07:00,2018-05-25-T07:00,53.3333,-9.9,,,,0.946757341813978,,0.039166506,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-05-25-T19:00,2018-05-25-T19:00,53.3333,-9.9,,,,0.911047600781455,,0.052073369,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-05-26-T07:00,2018-05-26-T07:00,53.3333,-9.9,,,,0.985364695409692,,0.022266907,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-05-26-T19:00,2018-05-26-T19:00,53.3333,-9.9,,,,0.993856558608417,,0.008593395,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-05-27-T07:00,2018-05-27-T07:00,53.3333,-9.9,,,,0.975223739381959,,0.032145266,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-05-27-T19:00,2018-05-27-T19:00,53.3333,-9.9,,,,0.975536550429201,,0.030917427,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-05-28-T07:00,2018-05-28-T07:00,53.3333,-9.9,,,,0.954726624831797,,0.02612281,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-05-28-T19:00,2018-05-28-T19:00,53.3333,-9.9,,,,0.982317139994638,,0.014061422,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-05-29-T07:00,2018-05-29-T07:00,53.3333,-9.9,,,,0.985700909133852,,0.026712738,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-05-29-T19:00,2018-05-29-T19:00,53.3333,-9.9,,,,0.994734603219689,,0.007444974,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-05-30-T07:00,2018-05-30-T07:00,53.3333,-9.9,,,,0.966764740376751,,0.053098054,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-05-30-T19:00,2018-05-30-T19:00,53.3333,-9.9,,,,0.970928167391883,,0.052149366,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-05-31-T07:00,2018-05-31-T07:00,53.3333,-9.9,,,,0.950370803433458,,0.091116474,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-05-31-T19:00,2018-05-31-T19:00,53.3333,-9.9,,,,0.957402970930692,,0.059713375,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-06-01-T07:00,2018-06-01-T07:00,53.3333,-9.9,,,,0.986720920170271,,0.015130591,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-06-01-T19:00,2018-06-01-T19:00,53.3333,-9.9,,,,0.986241605225293,,0.010962412,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-06-02-T07:00,2018-06-02-T07:00,53.3333,-9.9,,,,0.981984167590676,,0.013517301,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-06-02-T19:00,2018-06-02-T19:00,53.3333,-9.9,,,,0.982271990164403,,0.010053138,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-06-03-T07:00,2018-06-03-T07:00,53.3333,-9.9,,,,0.978452133286497,,0.007701947,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-06-03-T19:00,2018-06-03-T19:00,53.3333,-9.9,,,,0.965985418429474,,0.0209363,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-06-04-T07:00,2018-06-04-T07:00,53.3333,-9.9,,,,0.975408617414167,,0.014265355,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-06-04-T19:00,2018-06-04-T19:00,53.3333,-9.9,,,,0.974296618083421,,0.015737397,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-06-05-T07:00,2018-06-05-T07:00,53.3333,-9.9,,,,0.981281506390025,,0.016723873,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-06-05-T19:00,2018-06-05-T19:00,53.3333,-9.9,,,,0.988746155297487,,0.009216035,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-06-06-T07:00,2018-06-06-T07:00,53.3333,-9.9,,,,0.979152374199763,,0.009359756,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-06-06-T19:00,2018-06-06-T19:00,53.3333,-9.9,,,,0.986646146497649,,0.007007314,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-06-07-T07:00,2018-06-07-T07:00,53.3333,-9.9,,,,0.974594227471246,,0.019225478,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-06-07-T19:00,2018-06-07-T19:00,53.3333,-9.9,,,,0.989803358679299,,0.008491363,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-06-08-T07:00,2018-06-08-T07:00,53.3333,-9.9,,,,0.965231840082005,,0.027897963,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-06-08-T19:00,2018-06-08-T19:00,53.3333,-9.9,,,,0.944052107279713,,0.017216556,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-06-09-T07:00,2018-06-09-T07:00,53.3333,-9.9,,,,0.924905604542756,,0.013151519,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-06-09-T19:00,2018-06-09-T19:00,53.3333,-9.9,,,,0.911901495138104,,0.006449358,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-06-10-T07:00,2018-06-10-T07:00,53.3333,-9.9,,,,0.929880261189528,,0.004662763,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-06-10-T19:00,2018-06-10-T19:00,53.3333,-9.9,,,,0.890523667717886,,0.005731294,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-06-11-T07:00,2018-06-11-T07:00,53.3333,-9.9,,,,0.853077790786615,,0.00541348,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-06-11-T19:00,2018-06-11-T19:00,53.3333,-9.9,,,,0.015483455172829,,0.009730868,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-06-12-T07:00,2018-06-12-T07:00,53.3333,-9.9,,,,0.62423938672409,,0.012120983,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-06-12-T19:00,2018-06-12-T19:00,53.3333,-9.9,,,,0.0646965306975684,,0.02191029,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-06-13-T07:00,2018-06-13-T07:00,53.3333,-9.9,,,,0.0319633726275561,,0.18858886,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-06-13-T19:00,2018-06-13-T19:00,53.3333,-9.9,,,,0.037892434464979,,0.428852245,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-06-14-T07:00,2018-06-14-T07:00,53.3333,-9.9,,,,0.486351090552476,,0.19402871,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-06-14-T19:00,2018-06-14-T19:00,53.3333,-9.9,,,,0.0246932506463046,,0.133837009,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-06-15-T07:00,2018-06-15-T07:00,53.3333,-9.9,,,,0.072184367943604,,0.11724709,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-06-15-T19:00,2018-06-15-T19:00,53.3333,-9.9,,,,0.140929450949812,,0.188710909,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-06-16-T07:00,2018-06-16-T07:00,53.3333,-9.9,,,,0.0110941639664132,,0.158715169,,,,,,,,,,,,,,
MH_submicron,MH_submicron,2018-06-16-T19:00,2018-06-16-T19:00,53.3333,-9.9,,,,0.0795863103943947,,0.110732843,,,,,,,,,,,,,,
